Hash,HashNeedThis,Division,Collection,ProductNameDescription,ProductNameDescriptionSecondary,ProductCategory,ProductDepartment,LaunchSeason,SeasonsCarried,ProductType,ProductSubtype,ProductDetails,YouthWomen,Colorway,CarryOver,Essential,SKUCode,ColorwaySKU0,ColorwaySKU1,ColorwaySKU2,ColorwaySKU3,ColorwaySKU4,ColorwaySKU5,ColorwaySKU6,Size0,Size1,Size2,Size3,Size4,Size5,Size6,USRetailMSRP,EURetailMSRP,CountryCode,Composition,ProductDescription,ProductFeatures,primaryImageURL,thumbURL,imageURL0,imageURL1,imageURL2,imageURL3,imageURL4,imageURL5,imageURL6,imageURL7,imageURL8,imageURL9,imageURL10
50028-00010,50028-00010,"Bike, Moto",2023 - Spring,STRATA 2,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Mirror,,Unisex,Fletcher,TRUE,TRUE,50028-00010,50028-00010,,,,,,,,,,,,,,35,45,CN,"52.95% Thermoplastic Polyurethane (TPU)
18.88% Polyamide Nylon
11.38% Polycarbonate (PC)
6.48% Polyester
6.29% Elastane
4.01% Polyether/Fleece","The Strata 2 Goggle. Leading the charge of premium performance at value, the Strata 2 is the essential riding goggle. From trail to track, the Strata 2 offers a near limitless field of view for our top athletes and comfort for the everyday rider.","- Improved fitment and seal with increased field of view
- Supports triple post tear-offs for secure fitment
- Ultra-thick double layer face foam manages sweat
- 40mm wide silicone coated strap keeps goggles in place
- 9-point lens retention system secures lens in frame
- Anti-fog coated polycarbonate lens for clear vision
- Racecraft 2/Accuri 2/Strata 2 utilize same lens and tear-offs",https://fs.amplifi.io//file?id=5f329b80-b117-40ef-866f-60eeb609e7d8,https://fs.amplifi.io//file?id=5f329b80-b117-40ef-866f-60eeb609e7d8&variant=thumb&extension=png,https://fs.amplifi.io//file?id=5f329b80-b117-40ef-866f-60eeb609e7d8,,,,,,,,,,
50028-00011,50028-00011,"Bike, Moto",2023 - Spring,STRATA 2,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Mirror,,Unisex,Summit,TRUE,TRUE,50028-00011,50028-00011,,,,,,,,,,,,,,35,45,CN,"52.95% Thermoplastic Polyurethane (TPU)
18.88% Polyamide Nylon
11.38% Polycarbonate (PC)
6.48% Polyester
6.29% Elastane
4.01% Polyether/Fleece","The Strata 2 Goggle. Leading the charge of premium performance at value, the Strata 2 is the essential riding goggle. From trail to track, the Strata 2 offers a near limitless field of view for our top athletes and comfort for the everyday rider.","- Improved fitment and seal with increased field of view
- Supports triple post tear-offs for secure fitment
- Ultra-thick double layer face foam manages sweat
- 40mm wide silicone coated strap keeps goggles in place
- 9-point lens retention system secures lens in frame
- Anti-fog coated polycarbonate lens for clear vision
- Racecraft 2/Accuri 2/Strata 2 utilize same lens and tear-offs",https://fs.amplifi.io//file?id=f4a272fd-ec26-4db6-b4e4-3cb10a51d151,https://fs.amplifi.io//file?id=f4a272fd-ec26-4db6-b4e4-3cb10a51d151&variant=thumb&extension=png,https://fs.amplifi.io//file?id=f4a272fd-ec26-4db6-b4e4-3cb10a51d151,,,,,,,,,,
50028-00012,50028-00012,"Bike, Moto",2023 - Spring,STRATA 2,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Mirror,,Unisex,Upsol,TRUE,TRUE,50028-00012,50028-00012,,,,,,,,,,,,,,35,45,CN,"52.95% Thermoplastic Polyurethane (TPU)
18.88% Polyamide Nylon
11.38% Polycarbonate (PC)
6.48% Polyester
6.29% Elastane
4.01% Polyether/Fleece","The Strata 2 Goggle. Leading the charge of premium performance at value, the Strata 2 is the essential riding goggle. From trail to track, the Strata 2 offers a near limitless field of view for our top athletes and comfort for the everyday rider.","- Improved fitment and seal with increased field of view
- Supports triple post tear-offs for secure fitment
- Ultra-thick double layer face foam manages sweat
- 40mm wide silicone coated strap keeps goggles in place
- 9-point lens retention system secures lens in frame
- Anti-fog coated polycarbonate lens for clear vision
- Racecraft 2/Accuri 2/Strata 2 utilize same lens and tear-offs",https://fs.amplifi.io//file?id=050e2631-328a-4ec5-b87f-6dee048f9e20,https://fs.amplifi.io//file?id=050e2631-328a-4ec5-b87f-6dee048f9e20&variant=thumb&extension=png,https://fs.amplifi.io//file?id=050e2631-328a-4ec5-b87f-6dee048f9e20,,,,,,,,,,
50029-00001,50029-00001,"Bike, Moto",2023 - Spring,STRATA 2 FORECAST,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Mud,,Unisex,Black,TRUE,TRUE,50029-00001,50029-00001,,,,,,,,,,,,,,55,65,CN,"32.44% Polycarbonate (PC)
31.21% Thermoplastic Polyurethane (TPU)
11.13% Polyamide Nylon
6.69% Polyester Film
4.01% Polyoxymethylene (POM)
3.82% Polyester
3.71% Elastane
2.68% Polycarbonate (PC) /Acrylonitrile Butadiene Styrene (ABS)
2.36% Polyether/Fleece
1.08% Stainless Steel
0.67% Polyethylene Terephthalate (PET) /Very High Bonding (VHB)
0.12% Fiber
0.04% Brass
0.03% Rubber",The Strata 2 FORECAST Goggle. A complete system of working parts that function seamlessly together resulting in the smoothest operating film system available today.,"- 45mm wide film provides maximum vision
- Self-cleaning canister with integrated film wipe reduces mud build up
- Transparent film canisters provide an easy view of remaining film
- Smooth rolling drawstring for easy pulling
- Oversized strap holds goggles motionless in wet conditions",https://fs.amplifi.io//file?id=bd748d46-af35-48bb-8f85-001efc3d0537,https://fs.amplifi.io//file?id=bd748d46-af35-48bb-8f85-001efc3d0537&variant=thumb&extension=png,https://fs.amplifi.io//file?id=bd748d46-af35-48bb-8f85-001efc3d0537,,,,,,,,,,
50030-00001,50030-00001,"Bike, Moto",2023 - Spring,STRATA 2 SAND,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Clear,,Unisex,Black,TRUE,TRUE,50030-00001,50030-00001,,,,,,,,,,,,,,40,50,CN,"52.95% Thermoplastic Polyurethane (TPU)
18.88% Polyamide Nylon
11.38% Polycarbonate (PC)
6.48% Polyester
6.29% Elastane
4.01% Polyether/Fleece","The Strata 2 Sand Goggle. A must-have for blasting through the wide-open desert on your motorcycle, ATV, or UTV. Clear vision is imperative to ensure your safety in the great wide open. Enhanced performance features block out the tiniest dust particles in the most demanding conditions.","- Special closed-cell foam keeps out the finest dust and sand particles
- Dark smoke lens shields against bright light conditions
- Flexible urethane frame ensures comfort and fits over eyeglasses
- Large 40mm wide silicon coated strap keeps your goggles in place
- Dual-layer foam soaks up sweat in desert heat conditions
- Extra clear lens included",https://fs.amplifi.io//file?id=645a5d58-5684-4d8c-84f4-a0eb729e2a48,https://fs.amplifi.io//file?id=645a5d58-5684-4d8c-84f4-a0eb729e2a48&variant=thumb&extension=png,https://fs.amplifi.io//file?id=645a5d58-5684-4d8c-84f4-a0eb729e2a48,,,,,,,,,,
50030-00002,50030-00002,"Bike, Moto",2023 - Spring,STRATA 2 SAND,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Clear,,Unisex,Fluo/Yellow,TRUE,TRUE,50030-00002,50030-00002,,,,,,,,,,,,,,40,50,CN,"52.95% Thermoplastic Polyurethane (TPU)
18.88% Polyamide Nylon
11.38% Polycarbonate (PC)
6.48% Polyester
6.29% Elastane
4.01% Polyether/Fleece","The Strata 2 Sand Goggle. A must-have for blasting through the wide-open desert on your motorcycle, ATV, or UTV. Clear vision is imperative to ensure your safety in the great wide open. Enhanced performance features block out the tiniest dust particles in the most demanding conditions.","- Special closed-cell foam keeps out the finest dust and sand particles
- Dark smoke lens shields against bright light conditions
- Flexible urethane frame ensures comfort and fits over eyeglasses
- Large 40mm wide silicon coated strap keeps your goggles in place
- Dual-layer foam soaks up sweat in desert heat conditions
- Extra clear lens included",https://fs.amplifi.io//file?id=3e8fee92-fca6-4fa1-8e13-72cebb67ddff,https://fs.amplifi.io//file?id=3e8fee92-fca6-4fa1-8e13-72cebb67ddff&variant=thumb&extension=png,https://fs.amplifi.io//file?id=3e8fee92-fca6-4fa1-8e13-72cebb67ddff,,,,,,,,,,
50030-00003,50030-00003,"Bike, Moto",2023 - Spring,STRATA 2 SAND,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Clear,,Unisex,Kombat,TRUE,TRUE,50030-00003,50030-00003,,,,,,,,,,,,,,40,50,CN,"52.95% Thermoplastic Polyurethane (TPU)
18.88% Polyamide Nylon
11.38% Polycarbonate (PC)
6.48% Polyester
6.29% Elastane
4.01% Polyether/Fleece","The Strata 2 Sand Goggle. A must-have for blasting through the wide-open desert on your motorcycle, ATV, or UTV. Clear vision is imperative to ensure your safety in the great wide open. Enhanced performance features block out the tiniest dust particles in the most demanding conditions.","- Special closed-cell foam keeps out the finest dust and sand particles
- Dark smoke lens shields against bright light conditions
- Flexible urethane frame ensures comfort and fits over eyeglasses
- Large 40mm wide silicon coated strap keeps your goggles in place
- Dual-layer foam soaks up sweat in desert heat conditions
- Extra clear lens included",https://fs.amplifi.io//file?id=534887de-6ed6-47fb-80c1-eedc29c34e6b,https://fs.amplifi.io//file?id=534887de-6ed6-47fb-80c1-eedc29c34e6b&variant=thumb&extension=png,https://fs.amplifi.io//file?id=534887de-6ed6-47fb-80c1-eedc29c34e6b,,,,,,,,,,
50031-00001,50031-00001,"Bike, Moto",2023 - Spring,STRATA 2 JUNIOR,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Clear,,Youth,Black,TRUE,TRUE,50031-00001,50031-00001,,,,,,,,,,,,,,25,35,CN,"50.65% Thermoplastic Polyurethane (TPU)
20.39% Polyamide Nylon
11.8% Polycarbonate (PC)
6.93% Polyester
6.8% Elastane
3.43% Polyether/Fleece",The Strata 2 Jr. Goggle. Ride with the big boys without emptying your parent’s wallet. The Strata 2 Jr. packs the same great features as its full-sized big brother with a fit that’s spot on for younger riders.,"- Improved fitment and seal with increased field of view
- Supports triple post tear-offs for secure fitment
- Ultra-thick double layer face foam manages sweat
- 40mm wide silicone coated strap keeps goggles in place
- 9-point lens retention system secures lens in frame
- Anti-fog coated polycarbonate lens for clear vision
- Accuri 2/Strata 2 utilize same lens and tear-offs",https://fs.amplifi.io//file?id=5e7e7cf8-b9e9-403b-a8bc-7708607e2478,https://fs.amplifi.io//file?id=5e7e7cf8-b9e9-403b-a8bc-7708607e2478&variant=thumb&extension=png,https://fs.amplifi.io//file?id=5e7e7cf8-b9e9-403b-a8bc-7708607e2478,,,,,,,,,,
50031-00002,50031-00002,"Bike, Moto",2023 - Spring,STRATA 2 JUNIOR,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Clear,,Youth,Blue,TRUE,TRUE,50031-00002,50031-00002,,,,,,,,,,,,,,25,35,CN,"50.65% Thermoplastic Polyurethane (TPU)
20.39% Polyamide Nylon
11.8% Polycarbonate (PC)
6.93% Polyester
6.8% Elastane
3.43% Polyether/Fleece",The Strata 2 Jr. Goggle. Ride with the big boys without emptying your parent’s wallet. The Strata 2 Jr. packs the same great features as its full-sized big brother with a fit that’s spot on for younger riders.,"- Improved fitment and seal with increased field of view
- Supports triple post tear-offs for secure fitment
- Ultra-thick double layer face foam manages sweat
- 40mm wide silicone coated strap keeps goggles in place
- 9-point lens retention system secures lens in frame
- Anti-fog coated polycarbonate lens for clear vision
- Accuri 2/Strata 2 utilize same lens and tear-offs",https://fs.amplifi.io//file?id=c38781b7-4e73-45a2-bfc2-619c058542ef,https://fs.amplifi.io//file?id=c38781b7-4e73-45a2-bfc2-619c058542ef&variant=thumb&extension=png,https://fs.amplifi.io//file?id=c38781b7-4e73-45a2-bfc2-619c058542ef,,,,,,,,,,
50031-00003,50031-00003,"Bike, Moto",2023 - Spring,STRATA 2 JUNIOR,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Clear,,Youth,Fluo/Yellow,TRUE,TRUE,50031-00003,50031-00003,,,,,,,,,,,,,,25,35,CN,"50.65% Thermoplastic Polyurethane (TPU)
20.39% Polyamide Nylon
11.8% Polycarbonate (PC)
6.93% Polyester
6.8% Elastane
3.43% Polyether/Fleece",The Strata 2 Jr. Goggle. Ride with the big boys without emptying your parent’s wallet. The Strata 2 Jr. packs the same great features as its full-sized big brother with a fit that’s spot on for younger riders.,"- Improved fitment and seal with increased field of view
- Supports triple post tear-offs for secure fitment
- Ultra-thick double layer face foam manages sweat
- 40mm wide silicone coated strap keeps goggles in place
- 9-point lens retention system secures lens in frame
- Anti-fog coated polycarbonate lens for clear vision
- Accuri 2/Strata 2 utilize same lens and tear-offs",https://fs.amplifi.io//file?id=b34f3004-d9c3-4f5d-80dc-6bda27905939,https://fs.amplifi.io//file?id=b34f3004-d9c3-4f5d-80dc-6bda27905939&variant=thumb&extension=png,https://fs.amplifi.io//file?id=b34f3004-d9c3-4f5d-80dc-6bda27905939,,,,,,,,,,
50031-00004,50031-00004,"Bike, Moto",2023 - Spring,STRATA 2 JUNIOR,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Clear,,Youth,Red,TRUE,TRUE,50031-00004,50031-00004,,,,,,,,,,,,,,25,35,CN,"50.65% Thermoplastic Polyurethane (TPU)
20.39% Polyamide Nylon
11.8% Polycarbonate (PC)
6.93% Polyester
6.8% Elastane
3.43% Polyether/Fleece",The Strata 2 Jr. Goggle. Ride with the big boys without emptying your parent’s wallet. The Strata 2 Jr. packs the same great features as its full-sized big brother with a fit that’s spot on for younger riders.,"- Improved fitment and seal with increased field of view
- Supports triple post tear-offs for secure fitment
- Ultra-thick double layer face foam manages sweat
- 40mm wide silicone coated strap keeps goggles in place
- 9-point lens retention system secures lens in frame
- Anti-fog coated polycarbonate lens for clear vision
- Accuri 2/Strata 2 utilize same lens and tear-offs",https://fs.amplifi.io//file?id=7c7c5d10-5a6e-4f11-8cea-3d86bc71d480,https://fs.amplifi.io//file?id=7c7c5d10-5a6e-4f11-8cea-3d86bc71d480&variant=thumb&extension=png,https://fs.amplifi.io//file?id=7c7c5d10-5a6e-4f11-8cea-3d86bc71d480,,,,,,,,,,
50031-00005,50031-00005,"Bike, Moto",2023 - Spring,STRATA 2 JUNIOR,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Clear,,Youth,Orange,TRUE,TRUE,50031-00005,50031-00005,,,,,,,,,,,,,,25,35,CN,"50.65% Thermoplastic Polyurethane (TPU)
20.39% Polyamide Nylon
11.8% Polycarbonate (PC)
6.93% Polyester
6.8% Elastane
3.43% Polyether/Fleece",The Strata 2 Jr. Goggle. Ride with the big boys without emptying your parent’s wallet. The Strata 2 Jr. packs the same great features as its full-sized big brother with a fit that’s spot on for younger riders.,"- Improved fitment and seal with increased field of view
- Supports triple post tear-offs for secure fitment
- Ultra-thick double layer face foam manages sweat
- 40mm wide silicone coated strap keeps goggles in place
- 9-point lens retention system secures lens in frame
- Anti-fog coated polycarbonate lens for clear vision
- Accuri 2/Strata 2 utilize same lens and tear-offs",https://fs.amplifi.io//file?id=96cd8299-a5d1-4f8a-8acf-7db553121fc0,https://fs.amplifi.io//file?id=96cd8299-a5d1-4f8a-8acf-7db553121fc0&variant=thumb&extension=png,https://fs.amplifi.io//file?id=96cd8299-a5d1-4f8a-8acf-7db553121fc0,,,,,,,,,,
50031-00006,50031-00006,"Bike, Moto",2023 - Spring,STRATA 2 JUNIOR,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Clear,,Youth,Fletcher,TRUE,TRUE,50031-00006,50031-00006,,,,,,,,,,,,,,25,35,CN,"50.65% Thermoplastic Polyurethane (TPU)
20.39% Polyamide Nylon
11.8% Polycarbonate (PC)
6.93% Polyester
6.8% Elastane
3.43% Polyether/Fleece",The Strata 2 Jr. Goggle. Ride with the big boys without emptying your parent’s wallet. The Strata 2 Jr. packs the same great features as its full-sized big brother with a fit that’s spot on for younger riders.,"- Improved fitment and seal with increased field of view
- Supports triple post tear-offs for secure fitment
- Ultra-thick double layer face foam manages sweat
- 40mm wide silicone coated strap keeps goggles in place
- 9-point lens retention system secures lens in frame
- Anti-fog coated polycarbonate lens for clear vision
- Accuri 2/Strata 2 utilize same lens and tear-offs",https://fs.amplifi.io//file?id=a65dcd89-f23d-42bc-ab28-094850120bd3,https://fs.amplifi.io//file?id=a65dcd89-f23d-42bc-ab28-094850120bd3&variant=thumb&extension=png,https://fs.amplifi.io//file?id=a65dcd89-f23d-42bc-ab28-094850120bd3,,,,,,,,,,
50032-00001,50032-00001,"Bike, Moto",2023 - Spring,STRATA 2 JUNIOR,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Mirror,,Youth,Black,TRUE,TRUE,50032-00001,50032-00001,,,,,,,,,,,,,,35,45,CN,"50.65% Thermoplastic Polyurethane (TPU)
20.39% Polyamide Nylon
11.8% Polycarbonate (PC)
6.93% Polyester
6.8% Elastane
3.43% Polyether/Fleece",The Strata 2 Jr. Goggle. Ride with the big boys without emptying your parent’s wallet. The Strata 2 Jr. packs the same great features as its full-sized big brother with a fit that’s spot on for younger riders.,"- Improved fitment and seal with increased field of view
- Supports triple post tear-offs for secure fitment
- Ultra-thick double layer face foam manages sweat
- 40mm wide silicone coated strap keeps goggles in place
- 9-point lens retention system secures lens in frame
- Anti-fog coated polycarbonate lens for clear vision
- Accuri 2/Strata 2 utilize same lens and tear-offs",https://fs.amplifi.io//file?id=8a689aa3-8432-44a3-907c-2356fee00ed6,https://fs.amplifi.io//file?id=8a689aa3-8432-44a3-907c-2356fee00ed6&variant=thumb&extension=png,https://fs.amplifi.io//file?id=8a689aa3-8432-44a3-907c-2356fee00ed6,,,,,,,,,,
50032-00002,50032-00002,"Bike, Moto",2023 - Spring,STRATA 2 JUNIOR,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Mirror,,Youth,Blue,TRUE,TRUE,50032-00002,50032-00002,,,,,,,,,,,,,,35,45,CN,"50.65% Thermoplastic Polyurethane (TPU)
20.39% Polyamide Nylon
11.8% Polycarbonate (PC)
6.93% Polyester
6.8% Elastane
3.43% Polyether/Fleece",The Strata 2 Jr. Goggle. Ride with the big boys without emptying your parent’s wallet. The Strata 2 Jr. packs the same great features as its full-sized big brother with a fit that’s spot on for younger riders.,"- Improved fitment and seal with increased field of view
- Supports triple post tear-offs for secure fitment
- Ultra-thick double layer face foam manages sweat
- 40mm wide silicone coated strap keeps goggles in place
- 9-point lens retention system secures lens in frame
- Anti-fog coated polycarbonate lens for clear vision
- Accuri 2/Strata 2 utilize same lens and tear-offs",https://fs.amplifi.io//file?id=050b8ec8-1a4b-428d-9eb3-d5a5b30a7eef,https://fs.amplifi.io//file?id=050b8ec8-1a4b-428d-9eb3-d5a5b30a7eef&variant=thumb&extension=png,https://fs.amplifi.io//file?id=050b8ec8-1a4b-428d-9eb3-d5a5b30a7eef,,,,,,,,,,
50032-00003,50032-00003,"Bike, Moto",2023 - Spring,STRATA 2 JUNIOR,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Mirror,,Youth,Fluo/Yellow,TRUE,TRUE,50032-00003,50032-00003,,,,,,,,,,,,,,35,45,CN,"50.65% Thermoplastic Polyurethane (TPU)
20.39% Polyamide Nylon
11.8% Polycarbonate (PC)
6.93% Polyester
6.8% Elastane
3.43% Polyether/Fleece",The Strata 2 Jr. Goggle. Ride with the big boys without emptying your parent’s wallet. The Strata 2 Jr. packs the same great features as its full-sized big brother with a fit that’s spot on for younger riders.,"- Improved fitment and seal with increased field of view
- Supports triple post tear-offs for secure fitment
- Ultra-thick double layer face foam manages sweat
- 40mm wide silicone coated strap keeps goggles in place
- 9-point lens retention system secures lens in frame
- Anti-fog coated polycarbonate lens for clear vision
- Accuri 2/Strata 2 utilize same lens and tear-offs",https://fs.amplifi.io//file?id=0e582b3d-d467-4cc9-a377-b45b47d7cf18,https://fs.amplifi.io//file?id=0e582b3d-d467-4cc9-a377-b45b47d7cf18&variant=thumb&extension=png,https://fs.amplifi.io//file?id=0e582b3d-d467-4cc9-a377-b45b47d7cf18,,,,,,,,,,
